"카메라 번호","주소","상세 설명","측정 시작 시간","측정 종료 시간","카메라 통과 인원 (IN)","카메라 통과 인원 (OUT)","데이터입력시간"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 18:21:29","2021-06-02 18:31:29","1087","962","2021-06-02 18:31:29"
"2","계동길 69","계동교회 앞","2021-06-02 18:31:29","2021-06-02 18:41:29","1670","3327","2021-06-02 18:41:29"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 18:31:29","2021-06-02 18:41:29","1153","1020","2021-06-02 18:41:29"
"2","계동길 69","계동교회 앞","2021-06-02 18:41:29","2021-06-02 18:51:29","1795","3468","2021-06-02 18:51:29"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 18:41:29","2021-06-02 18:51:29","1249","1075","2021-06-02 18:51:29"
"2","계동길 69","계동교회 앞","2021-06-02 18:51:29","2021-06-02 19:01:29","1903","3637","2021-06-02 19:01:29"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 18:51:29","2021-06-02 19:01:29","1323","1126","2021-06-02 19:01:29"
"2","계동길 69","계동교회 앞","2021-06-02 19:01:29","2021-06-02 19:11:29","2026","3787","2021-06-02 19:11:29"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 19:01:29","2021-06-02 19:11:29","1412","1167","2021-06-02 19:11:29"
"2","계동길 69","계동교회 앞","2021-06-02 19:11:29","2021-06-02 19:21:29","2114","3934","2021-06-02 19:21:29"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 19:11:29","2021-06-02 19:21:29","1454","1208","2021-06-02 19:21:29"
"2","계동길 69","계동교회 앞","2021-06-02 19:21:29","2021-06-02 19:31:29","2264","4088","2021-06-02 19:31:29"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 19:21:29","2021-06-02 19:31:29","1507","1244","2021-06-02 19:31:29"
"2","계동길 69","계동교회 앞","2021-06-02 19:31:29","2021-06-02 19:41:29","2368","4233","2021-06-02 19:41:29"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 19:31:29","2021-06-02 19:41:29","1592","1295","2021-06-02 19:41:29"
"2","계동길 69","계동교회 앞","2021-06-02 19:41:29","2021-06-02 19:51:29","2449","4371","2021-06-02 19:51:29"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 19:41:29","2021-06-02 19:51:29","1623","1326","2021-06-02 19:51:29"
"2","계동길 69","계동교회 앞","2021-06-02 19:51:29","2021-06-02 20:01:29","2485","4426","2021-06-02 20:01:29"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 19:51:29","2021-06-02 20:01:29","1684","1367","2021-06-02 20:01:29"
"2","계동길 69","계동교회 앞","2021-06-02 20:01:29","2021-06-02 20:11:29","2556","4506","2021-06-02 20:11:29"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 20:01:29","2021-06-02 20:11:29","1740","1445","2021-06-02 20:11:29"
"2","계동길 69","계동교회 앞","2021-06-02 20:11:29","2021-06-02 20:21:29","2591","4609","2021-06-02 20:21:29"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 20:11:29","2021-06-02 20:21:29","1779","1478","2021-06-02 20:21:29"
"2","계동길 69","계동교회 앞","2021-06-02 20:21:29","2021-06-02 20:31:29","2611","4704","2021-06-02 20:31:29"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 20:21:29","2021-06-02 20:31:29","1840","1539","2021-06-02 20:31:29"
"2","계동길 69","계동교회 앞","2021-06-02 20:31:29","2021-06-02 20:41:29","2661","4768","2021-06-02 20:41:29"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 20:31:29","2021-06-02 20:41:29","1868","1601","2021-06-02 20:41:29"
"2","계동길 69","계동교회 앞","2021-06-02 20:41:29","2021-06-02 20:51:29","2703","4854","2021-06-02 20:51:29"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 20:41:29","2021-06-02 20:51:29","1914","1636","2021-06-02 20:51:29"
"2","계동길 69","계동교회 앞","2021-06-02 20:51:29","2021-06-02 21:01:29","2748","4938","2021-06-02 21:01:29"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 20:51:29","2021-06-02 21:01:29","1932","1705","2021-06-02 21:01:29"
"2","계동길 69","계동교회 앞","2021-06-02 21:01:29","2021-06-02 21:11:29","2779","4974","2021-06-02 21:11:29"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 21:01:29","2021-06-02 21:11:29","2010","1785","2021-06-02 21:11:29"
"2","계동길 69","계동교회 앞","2021-06-02 21:11:29","2021-06-02 21:21:29","2787","5033","2021-06-02 21:21:29"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 21:11:29","2021-06-02 21:21:29","2037","1838","2021-06-02 21:21:29"
"2","계동길 69","계동교회 앞","2021-06-02 21:21:29","2021-06-02 21:31:29","2809","5070","2021-06-02 21:31:29"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 21:21:29","2021-06-02 21:31:29","2117","1884","2021-06-02 21:31:29"
"2","계동길 69","계동교회 앞","2021-06-02 21:31:29","2021-06-02 21:41:29","2843","5108","2021-06-02 21:41:29"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 21:31:29","2021-06-02 21:41:29","2134","1921","2021-06-02 21:41:29"
"2","계동길 69","계동교회 앞","2021-06-02 21:41:29","2021-06-02 21:51:29","2867","5151","2021-06-02 21:51:29"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 21:41:29","2021-06-02 21:51:29","2171","1960","2021-06-02 21:51:29"
"2","계동길 69","계동교회 앞","2021-06-02 21:51:29","2021-06-02 22:01:29","2918","5229","2021-06-02 22:01:29"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 21:51:29","2021-06-02 22:01:29","2218","1988","2021-06-02 22:01:29"
"2","계동길 69","계동교회 앞","2021-06-02 22:01:29","2021-06-02 22:11:29","2968","5287","2021-06-02 22:11:29"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 22:01:29","2021-06-02 22:11:29","2245","2003","2021-06-02 22:11:29"
"2","계동길 69","계동교회 앞","2021-06-02 22:11:29","2021-06-02 22:21:29","3008","5316","2021-06-02 22:21:29"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 22:11:29","2021-06-02 22:21:29","2285","2037","2021-06-02 22:21:29"
"2","계동길 69","계동교회 앞","2021-06-02 22:21:29","2021-06-02 22:31:29","3049","5378","2021-06-02 22:31:29"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 22:21:29","2021-06-02 22:31:29","2311","2059","2021-06-02 22:31:29"
"2","계동길 69","계동교회 앞","2021-06-02 22:31:29","2021-06-02 22:41:29","3085","5454","2021-06-02 22:41:29"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 22:31:29","2021-06-02 22:41:29","2336","2074","2021-06-02 22:41:29"
"2","계동길 69","계동교회 앞","2021-06-02 22:41:29","2021-06-02 22:51:29","3110","5527","2021-06-02 22:51:29"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 22:41:29","2021-06-02 22:51:29","2358","2078","2021-06-02 22:51:29"
"2","계동길 69","계동교회 앞","2021-06-02 22:51:29","2021-06-02 23:01:29","3146","5599","2021-06-02 23:01:29"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 22:51:29","2021-06-02 23:01:29","2364","2085","2021-06-02 23:01:29"
"2","계동길 69","계동교회 앞","2021-06-02 23:01:29","2021-06-02 23:11:29","3157","5650","2021-06-02 23:11:29"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 23:01:29","2021-06-02 23:11:29","2389","2087","2021-06-02 23:11:29"
"2","계동길 69","계동교회 앞","2021-06-02 23:11:29","2021-06-02 23:21:29","3182","5704","2021-06-02 23:21:29"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 23:11:29","2021-06-02 23:21:29","2409","2092","2021-06-02 23:21:29"
"2","계동길 69","계동교회 앞","2021-06-02 23:21:29","2021-06-02 23:31:29","3194","5744","2021-06-02 23:31:29"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 23:21:29","2021-06-02 23:31:29","2414","2096","2021-06-02 23:31:29"
"2","계동길 69","계동교회 앞","2021-06-02 23:31:29","2021-06-02 23:41:29","3206","5773","2021-06-02 23:41:29"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 23:31:29","2021-06-02 23:41:29","2433","2098","2021-06-02 23:41:29"
"2","계동길 69","계동교회 앞","2021-06-02 23:41:29","2021-06-02 23:51:29","3223","5806","2021-06-02 23:51:29"
"1","율곡로3길 50","덕성여고 앞","2021-06-02 23:41:29","2021-06-02 23:51:29","2438","2103","2021-06-02 23:51:29"
"2","계동길 69","계동교회 앞","2021-06-03 00:00:39","2021-06-03 00:10:40","10","21","2021-06-03 00:10:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 00:00:39","2021-06-03 00:10:40","6","4","2021-06-03 00:10:40"
"2","계동길 69","계동교회 앞","2021-06-03 00:10:40","2021-06-03 00:20:39","17","39","2021-06-03 00:20:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 00:10:40","2021-06-03 00:20:39","6","14","2021-06-03 00:20:39"
"2","계동길 69","계동교회 앞","2021-06-03 00:20:39","2021-06-03 00:30:39","29","49","2021-06-03 00:30:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 00:20:39","2021-06-03 00:30:39","20","34","2021-06-03 00:30:39"
"2","계동길 69","계동교회 앞","2021-06-03 00:30:39","2021-06-03 00:40:39","37","65","2021-06-03 00:40:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 00:30:39","2021-06-03 00:40:39","20","35","2021-06-03 00:40:39"
"2","계동길 69","계동교회 앞","2021-06-03 00:40:39","2021-06-03 00:50:40","50","105","2021-06-03 00:50:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 00:40:39","2021-06-03 00:50:40","27","37","2021-06-03 00:50:40"
"2","계동길 69","계동교회 앞","2021-06-03 00:50:40","2021-06-03 01:00:39","59","131","2021-06-03 01:00:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 00:50:40","2021-06-03 01:00:39","29","38","2021-06-03 01:00:39"
"2","계동길 69","계동교회 앞","2021-06-03 01:00:39","2021-06-03 01:10:39","71","158","2021-06-03 01:10:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 01:00:39","2021-06-03 01:10:39","38","40","2021-06-03 01:10:39"
"2","계동길 69","계동교회 앞","2021-06-03 01:10:39","2021-06-03 01:20:39","91","208","2021-06-03 01:20:39"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 01:10:39","2021-06-03 01:20:40","49","40","2021-06-03 01:20:40"
"2","계동길 69","계동교회 앞","2021-06-03 01:20:40","2021-06-03 01:30:40","104","234","2021-06-03 01:30:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 01:20:40","2021-06-03 01:30:40","51","41","2021-06-03 01:30:40"
"2","계동길 69","계동교회 앞","2021-06-03 01:30:40","2021-06-03 01:40:40","110","266","2021-06-03 01:40:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 01:30:40","2021-06-03 01:40:40","52","45","2021-06-03 01:40:40"
"2","계동길 69","계동교회 앞","2021-06-03 01:40:40","2021-06-03 01:50:40","118","279","2021-06-03 01:50:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 01:40:40","2021-06-03 01:50:40","77","48","2021-06-03 01:50:40"
"2","계동길 69","계동교회 앞","2021-06-03 01:50:40","2021-06-03 02:00:40","131","307","2021-06-03 02:00:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 01:50:40","2021-06-03 02:00:40","85","50","2021-06-03 02:00:40"
"2","계동길 69","계동교회 앞","2021-06-03 02:00:40","2021-06-03 02:10:40","134","328","2021-06-03 02:10:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 02:00:40","2021-06-03 02:10:40","85","50","2021-06-03 02:10:40"
"2","계동길 69","계동교회 앞","2021-06-03 02:10:40","2021-06-03 02:20:40","137","333","2021-06-03 02:20:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 02:10:40","2021-06-03 02:20:40","88","50","2021-06-03 02:20:40"
"2","계동길 69","계동교회 앞","2021-06-03 02:20:40","2021-06-03 02:30:40","146","360","2021-06-03 02:30:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 02:20:40","2021-06-03 02:30:40","89","58","2021-06-03 02:30:40"
"2","계동길 69","계동교회 앞","2021-06-03 02:30:40","2021-06-03 02:40:40","154","383","2021-06-03 02:40:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 02:30:40","2021-06-03 02:40:40","95","58","2021-06-03 02:40:40"
"2","계동길 69","계동교회 앞","2021-06-03 02:40:40","2021-06-03 02:50:40","160","391","2021-06-03 02:50:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 02:40:40","2021-06-03 02:50:40","99","58","2021-06-03 02:50:40"
"2","계동길 69","계동교회 앞","2021-06-03 02:50:40","2021-06-03 03:00:40","167","419","2021-06-03 03:00:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 02:50:40","2021-06-03 03:00:40","112","61","2021-06-03 03:00:40"
"2","계동길 69","계동교회 앞","2021-06-03 03:00:40","2021-06-03 03:10:40","170","436","2021-06-03 03:10:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 03:00:40","2021-06-03 03:10:40","112","61","2021-06-03 03:10:40"
"2","계동길 69","계동교회 앞","2021-06-03 03:10:40","2021-06-03 03:20:40","175","449","2021-06-03 03:20:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 03:10:40","2021-06-03 03:20:40","112","61","2021-06-03 03:20:40"
"2","계동길 69","계동교회 앞","2021-06-03 03:20:40","2021-06-03 03:30:40","177","465","2021-06-03 03:30:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 03:20:40","2021-06-03 03:30:40","112","63","2021-06-03 03:30:40"
"2","계동길 69","계동교회 앞","2021-06-03 03:30:40","2021-06-03 03:40:40","181","479","2021-06-03 03:40:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 03:30:40","2021-06-03 03:40:40","112","63","2021-06-03 03:40:40"
"2","계동길 69","계동교회 앞","2021-06-03 03:40:40","2021-06-03 03:50:40","183","492","2021-06-03 03:50:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 03:40:40","2021-06-03 03:50:40","147","70","2021-06-03 03:50:40"
"2","계동길 69","계동교회 앞","2021-06-03 03:50:40","2021-06-03 04:00:40","190","516","2021-06-03 04:00:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 03:50:40","2021-06-03 04:00:40","149","70","2021-06-03 04:00:40"
"2","계동길 69","계동교회 앞","2021-06-03 04:00:40","2021-06-03 04:10:40","192","532","2021-06-03 04:10:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 04:00:40","2021-06-03 04:10:40","154","80","2021-06-03 04:10:40"
"2","계동길 69","계동교회 앞","2021-06-03 04:10:40","2021-06-03 04:20:40","206","568","2021-06-03 04:20:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 04:10:40","2021-06-03 04:20:40","159","82","2021-06-03 04:20:40"
"2","계동길 69","계동교회 앞","2021-06-03 04:20:40","2021-06-03 04:30:40","212","579","2021-06-03 04:30:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 04:20:40","2021-06-03 04:30:40","159","82","2021-06-03 04:30:40"
"2","계동길 69","계동교회 앞","2021-06-03 04:30:40","2021-06-03 04:40:40","220","615","2021-06-03 04:40:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 04:30:40","2021-06-03 04:40:40","163","82","2021-06-03 04:40:40"
"2","계동길 69","계동교회 앞","2021-06-03 04:40:40","2021-06-03 04:50:40","224","625","2021-06-03 04:50:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 04:40:40","2021-06-03 04:50:40","163","82","2021-06-03 04:50:40"
"2","계동길 69","계동교회 앞","2021-06-03 04:50:40","2021-06-03 05:00:40","241","650","2021-06-03 05:00:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 04:50:40","2021-06-03 05:00:40","167","91","2021-06-03 05:00:40"
"2","계동길 69","계동교회 앞","2021-06-03 05:00:40","2021-06-03 05:10:40","268","701","2021-06-03 05:10:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 05:00:40","2021-06-03 05:10:40","189","99","2021-06-03 05:10:40"
"2","계동길 69","계동교회 앞","2021-06-03 05:10:40","2021-06-03 05:20:40","294","744","2021-06-03 05:20:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 05:10:40","2021-06-03 05:20:40","213","107","2021-06-03 05:20:40"
"2","계동길 69","계동교회 앞","2021-06-03 05:20:40","2021-06-03 05:30:40","339","813","2021-06-03 05:30:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 05:20:40","2021-06-03 05:30:40","214","110","2021-06-03 05:30:40"
"2","계동길 69","계동교회 앞","2021-06-03 05:30:40","2021-06-03 05:40:40","340","819","2021-06-03 05:40:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 05:30:40","2021-06-03 05:40:40","226","113","2021-06-03 05:40:40"
"2","계동길 69","계동교회 앞","2021-06-03 05:40:40","2021-06-03 05:50:40","377","899","2021-06-03 05:50:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 05:40:40","2021-06-03 05:50:40","234","114","2021-06-03 05:50:40"
"2","계동길 69","계동교회 앞","2021-06-03 05:50:40","2021-06-03 06:00:40","384","906","2021-06-03 06:00:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 05:50:40","2021-06-03 06:00:40","281","125","2021-06-03 06:00:40"
"2","계동길 69","계동교회 앞","2021-06-03 06:00:40","2021-06-03 06:10:40","401","933","2021-06-03 06:10:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 06:00:40","2021-06-03 06:10:40","296","128","2021-06-03 06:10:40"
"2","계동길 69","계동교회 앞","2021-06-03 06:10:40","2021-06-03 06:20:40","454","1009","2021-06-03 06:20:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 06:10:40","2021-06-03 06:20:40","318","130","2021-06-03 06:20:40"
"2","계동길 69","계동교회 앞","2021-06-03 06:20:40","2021-06-03 06:30:40","510","1075","2021-06-03 06:30:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 06:20:40","2021-06-03 06:30:40","341","133","2021-06-03 06:30:40"
"2","계동길 69","계동교회 앞","2021-06-03 06:30:40","2021-06-03 06:40:40","632","1221","2021-06-03 06:40:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 06:30:40","2021-06-03 06:40:40","359","142","2021-06-03 06:40:40"
"2","계동길 69","계동교회 앞","2021-06-03 06:40:40","2021-06-03 06:50:40","733","1366","2021-06-03 06:50:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 06:40:40","2021-06-03 06:50:40","390","148","2021-06-03 06:50:40"
"2","계동길 69","계동교회 앞","2021-06-03 06:50:40","2021-06-03 07:00:40","864","1526","2021-06-03 07:00:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 06:50:40","2021-06-03 07:00:40","446","162","2021-06-03 07:00:40"
"2","계동길 69","계동교회 앞","2021-06-03 07:00:40","2021-06-03 07:10:40","1073","1743","2021-06-03 07:10:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 07:00:40","2021-06-03 07:10:40","463","163","2021-06-03 07:10:40"
"2","계동길 69","계동교회 앞","2021-06-03 07:10:40","2021-06-03 07:20:40","1291","1924","2021-06-03 07:20:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 07:10:40","2021-06-03 07:20:40","533","179","2021-06-03 07:20:40"
"2","계동길 69","계동교회 앞","2021-06-03 07:20:40","2021-06-03 07:30:40","1374","1999","2021-06-03 07:30:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 07:20:40","2021-06-03 07:30:40","642","214","2021-06-03 07:30:40"
"2","계동길 69","계동교회 앞","2021-06-03 07:30:40","2021-06-03 07:40:40","1433","2042","2021-06-03 07:40:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 07:30:40","2021-06-03 07:40:40","824","243","2021-06-03 07:40:40"
"2","계동길 69","계동교회 앞","2021-06-03 07:40:40","2021-06-03 07:50:40","1577","2171","2021-06-03 07:50:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 07:40:40","2021-06-03 07:50:40","1039","299","2021-06-03 07:50:40"
"2","계동길 69","계동교회 앞","2021-06-03 07:50:40","2021-06-03 08:00:40","1828","2451","2021-06-03 08:00:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 07:50:40","2021-06-03 08:00:40","1076","315","2021-06-03 08:00:40"
"2","계동길 69","계동교회 앞","2021-06-03 08:00:40","2021-06-03 08:10:40","1991","2667","2021-06-03 08:10:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 08:00:40","2021-06-03 08:10:40","1106","326","2021-06-03 08:10:40"
"2","계동길 69","계동교회 앞","2021-06-03 08:10:40","2021-06-03 08:20:40","2163","2931","2021-06-03 08:20:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 08:10:40","2021-06-03 08:20:40","1142","342","2021-06-03 08:20:40"
"2","계동길 69","계동교회 앞","2021-06-03 08:20:40","2021-06-03 08:30:40","2280","3080","2021-06-03 08:30:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 08:20:40","2021-06-03 08:30:40","1181","360","2021-06-03 08:30:40"
"2","계동길 69","계동교회 앞","2021-06-03 08:30:40","2021-06-03 08:40:40","2430","3307","2021-06-03 08:40:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 08:30:40","2021-06-03 08:40:40","1236","374","2021-06-03 08:40:40"
"2","계동길 69","계동교회 앞","2021-06-03 08:40:40","2021-06-03 08:50:40","2522","3443","2021-06-03 08:50:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 08:40:40","2021-06-03 08:50:40","1261","386","2021-06-03 08:50:40"
"2","계동길 69","계동교회 앞","2021-06-03 08:50:40","2021-06-03 09:00:40","2693","3680","2021-06-03 09:00:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 08:50:40","2021-06-03 09:00:40","1306","401","2021-06-03 09:00:40"
"2","계동길 69","계동교회 앞","2021-06-03 09:00:40","2021-06-03 09:10:40","2809","3833","2021-06-03 09:10:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 09:00:40","2021-06-03 09:10:40","1362","426","2021-06-03 09:10:40"
"2","계동길 69","계동교회 앞","2021-06-03 09:10:40","2021-06-03 09:20:40","2937","4040","2021-06-03 09:20:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 09:10:40","2021-06-03 09:20:40","1390","436","2021-06-03 09:20:40"
"2","계동길 69","계동교회 앞","2021-06-03 09:20:40","2021-06-03 09:30:40","3050","4146","2021-06-03 09:30:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 09:20:40","2021-06-03 09:30:40","1411","442","2021-06-03 09:30:40"
"2","계동길 69","계동교회 앞","2021-06-03 09:30:40","2021-06-03 09:40:40","3125","4261","2021-06-03 09:40:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 09:30:40","2021-06-03 09:40:40","1438","450","2021-06-03 09:40:40"
"2","계동길 69","계동교회 앞","2021-06-03 09:40:40","2021-06-03 09:50:40","3225","4417","2021-06-03 09:50:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 09:40:40","2021-06-03 09:50:40","1476","457","2021-06-03 09:50:40"
"2","계동길 69","계동교회 앞","2021-06-03 09:50:40","2021-06-03 10:00:40","3316","4539","2021-06-03 10:00:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 09:50:40","2021-06-03 10:00:40","1483","467","2021-06-03 10:00:40"
"2","계동길 69","계동교회 앞","2021-06-03 10:00:40","2021-06-03 10:10:40","3462","4777","2021-06-03 10:10:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 10:00:40","2021-06-03 10:10:40","1502","476","2021-06-03 10:10:40"
"2","계동길 69","계동교회 앞","2021-06-03 10:10:40","2021-06-03 10:20:40","3634","5020","2021-06-03 10:20:40"
"1","율곡로3길 50","덕성여고 앞","2021-06-03 10:10:40","2021-06-03 10:20:40","1541","499","2021-06-03 10:20:40"
